Ens.ID	TPM.kidney	TPM.testis	TPM.heart	TPM.brain	TPM.cerebellum	TPM.liver
ENSMODG00000025137	0	0	0	0	0	0
ENSMODG00000025138	137.275059	34.528709	14.53181	31.061813	65.986794	60.751049
ENSMODG00000025139	1.188026	2.063365	0.680454	3.833967	1.652141	0.098703
ENSMODG00000025140	0	0.602697	0	2.897965	0	0
ENSMODG00000025141	0.617241	1.335899	0.394496	0.866469	0.174341	0.304664
ENSMODG00000025142	1.622906	6.311163	0.661425	2.176285	2.091102	1.145991
ENSMODG00000025143	0.099767	0.497215	0	0	0.374405	0.078477
ENSMODG00000025145	0.079128	0.047747	4.643357	0.366522	0.20641	0.18158
ENSMODG00000025146	11.197658	41.133584	6.71891	168.593178	81.491862	2.973447
ENSMODG00000025147	0	0.043951	0	0	0	0.056065
ENSMODG00000025148	0.039097	1.505827	0.008074	2.643364	2.003765	0
ENSMODG00000025149	0	0.557984	0.068337	4.785013	1.197218	0
ENSMODG00000025150	5.905834	21.010398	1.622894	8.557278	6.548122	0.95389
ENSMODG00000025151	9.824738	4.565319	6.130682	3.056088	7.589761	4.365159
ENSMODG00000025153	0	0.189852	0.06529	0.371155	0.532864	0.304641
ENSMODG00000025154	0	0.387328	0	0.194604	0	0.090143
ENSMODG00000025155	3.734567	1.040077	2.092252	3.256499	4.178875	2.875574
ENSMODG00000025156	0.237161	0.342294	0.158213	0.230271	0	0
ENSMODG00000025157	0	0.175349	0	0.136738	0.162197	0.028458
ENSMODG00000025159	0.058159	0.120961	0	4.607476	2.599496	0.038975
ENSMODG00000025160	0	0	0.038469	0	0	0
ENSMODG00000025161	15.338492	0.729395	239.083107	6.611492	3.385572	0.838511
ENSMODG00000025162	0.326332	0.081086	0.019018	0.482605	0.117001	0.066262
ENSMODG00000025163	0	0	0	0	0	0
ENSMODG00000025164	0	0.778623	0	0.467008	0.086373	0
ENSMODG00000025165	0	0	0	0	0	0
ENSMODG00000025166	1.457286	6.877162	0.494839	1.279149	2.62058	0.827984
ENSMODG00000025168	0	0	0.162744	0	0.50989	0.298871
ENSMODG00000025169	7.031541	7.452756	1.682845	0.821295	3.335178	1.302304
ENSMODG00000025170	22.248923	22.3882	3.287222	6.692176	19.681175	15.214699
ENSMODG00000025171	0	0.224501	0	0.402003	1.948092	0
ENSMODG00000025172	0.792677	1.379152	0.513972	2.843539	2.823881	0.450435
ENSMODG00000025173	0	0	0	0	0	0
ENSMODG00000025175	1.506151	2.888661	1.586561	3.305734	2.187334	0.870288
ENSMODG00000025177	2.40197	3.746416	0.93361	2.746383	2.967911	0.223418
ENSMODG00000025178	1.137559	1.222112	0.874159	3.572822	3.188267	0.184892
ENSMODG00000025179	0.572305	1.795268	0.525548	2.075837	2.256814	0.121712
ENSMODG00000025180	11.109354	9.417574	6.748804	20.184144	23.520761	8.116869
ENSMODG00000025181	1.540279	1.390922	0.68472	4.526074	3.788261	0.078264
ENSMODG00000025182	0	1.834262	0	0	0	0.06943
ENSMODG00000025184	0.088927	1.871175	0.072363	0	0	0
ENSMODG00000025185	2.102223	1.943086	1.414958	10.306328	11.038042	0.821428
ENSMODG00000025186	0.066416	0.319415	0.083737	0.295301	0.723865	0.135771
ENSMODG00000025187	0	131.540143	0	0	0	0
ENSMODG00000025188	19.468899	47.331414	9.530996	53.932429	102.21268	0.905808
ENSMODG00000025189	0	20.349056	0	0	0	0
ENSMODG00000025190	0	1.340662	0	0	0	0
ENSMODG00000025192	0	4.598218	0	0	0	0
ENSMODG00000025193	49.010521	23.942335	17.175096	48.980379	81.926032	21.975958
ENSMODG00000025194	0	0.188755	0.068615	0	0.422863	0
ENSMODG00000025195	0.115931	0.555161	0.474532	0	0.303363	0
ENSMODG00000025196	4.706296	0.175489	0.614376	0.282747	4.663289	12.90434
ENSMODG00000025197	0	59.752574	0	0	0	0
ENSMODG00000025198	0	0.859673	0	0	0	0
ENSMODG00000025199	8.842179	41.244538	23.968358	60.911375	70.524234	5.402367
ENSMODG00000025200	0.454665	0.38762	0.309228	1.197293	1.018408	0.12509
ENSMODG00000025201	2.447988	4.271483	1.840969	3.326596	3.407916	1.60378
ENSMODG00000025202	3.332798	4.322585	3.394163	8.032334	7.300656	0.865818
ENSMODG00000025203	0	4.472141	0	0	0	0
ENSMODG00000025204	0	9.29008	0	0	0	0
ENSMODG00000025205	0	0.601542	0	0	0	0.027955
ENSMODG00000025206	0.145322	14.690952	0	0	0	0
ENSMODG00000025207	1.633848	1.820622	1.186758	6.069428	7.403306	0.456854
ENSMODG00000025208	0	0.000341	0	0	0	0
ENSMODG00000025209	2.411268	40.489291	1.500909	12.901436	25.145487	0
ENSMODG00000025210	0	0.121505	0	0.354667	0	0
ENSMODG00000025211	0.436626	117.738039	0.3617	0.380609	0.883609	0.518993
ENSMODG00000025212	0	0.292529	0	0	0	0
ENSMODG00000025213	3.309906	10.392383	1.074798	4.504786	8.530684	1.115369
ENSMODG00000025215	3.318176	2.462089	0.968563	0.108164	0.495268	7.06563
ENSMODG00000025216	0.729092	0.744671	0.2329	1.023557	0.699424	0.046114
ENSMODG00000025217	79.998445	0.715795	0.061258	14.135739	19.345917	9.636988
ENSMODG00000025218	1.792846	0.349076	1.723352	27.250162	53.373488	0
ENSMODG00000025219	0	0.176386	0	0	0	0
ENSMODG00000025220	0	0	0	0	0	0
ENSMODG00000025221	0	0	0	0	0	0
ENSMODG00000025222	0	0	0	0	0	0
ENSMODG00000025223	0	0	0	0	0	0
ENSMODG00000025225	0	0.343646	0	0.33567	0.77223	0
ENSMODG00000025226	1.07042	0	0.920726	1.239801	1.344201	0
ENSMODG00000025227	0.500865	23.5738	0.389784	0	1.578201	2.985329
ENSMODG00000025228	0	49.22941	0.008565	0	0	0
ENSMODG00000025229	0	0	0	0	0	0
ENSMODG00000025230	0	0	0	0	0	0
ENSMODG00000025231	0	0	0	0	0	0
ENSMODG00000025232	0	0	0	0	0	0
ENSMODG00000025233	267.650795	0.470417	12.962888	2.792821	2.018664	283.78962
ENSMODG00000025234	0.092284	0.170108	0.056033	0.278368	0.25765	0.013441
ENSMODG00000025235	0	0	0	0	0	0
ENSMODG00000025236	0	0	0	0	0	0
ENSMODG00000025237	0	0	0	0	0	0
ENSMODG00000025238	0	0	0	0	0	0
ENSMODG00000025240	3.161595	19.995778	0.957308	29.654998	32.80485	2.603581
ENSMODG00000025241	0.499449	21.953591	0	0	0	0
ENSMODG00000025242	0.449062	4.758763	2.663907	1.272794	1.474006	0.229064
ENSMODG00000025243	0	0	0	0	0	0
ENSMODG00000025244	2.397383	22.018296	0.494801	120.988387	16.169829	0.157771
ENSMODG00000025246	0	0.278077	0	0	0	0
ENSMODG00000025247	7.453949	17.933307	6.664132	48.064644	36.963204	1.592246
ENSMODG00000025248	1.707765	1.505357	1.851177	6.998615	4.71379	0.945688
ENSMODG00000025249	0	0	0	0	0	0
ENSMODG00000025250	0	0	0	0	0	0
ENSMODG00000025251	0	0.105487	0	0	0	0
ENSMODG00000025252	0	0.628474	0	0	0	0
ENSMODG00000025253	3.545478	14.0176	2.225689	5.13853	6.907498	2.166772
ENSMODG00000025254	0.123195	0.149837	0	0	0	0
ENSMODG00000025255	0.056451	0.167753	0.022871	0	0	0.04183
ENSMODG00000025258	0.522599	1.195105	6.480563	0.595646	0.119229	9.450948
ENSMODG00000025259	0	0.128734	0.086998	21.653986	24.835447	0
ENSMODG00000025260	3.045626	1.628833	0.936117	1.75291	3.573236	0
ENSMODG00000025261	0.09409	0.023732	0.002762	0.015467	0	0.029872
ENSMODG00000025262	4.914645	12.69301	5.859722	26.123514	62.108078	3.393091
ENSMODG00000025263	0	92.539835	0.138717	10.110425	9.732643	0
ENSMODG00000025264	0.063584	0.854055	0.01297	0.338713	0.07707	0.029259
ENSMODG00000025265	0	0	0	0	0	0
ENSMODG00000025266	1.814494	2.651942	1.387981	2.118801	2.784947	1.605454
ENSMODG00000025267	0	93.922093	0	0	0	0
ENSMODG00000025268	0	0	0	0	0	0.898354
ENSMODG00000025271	2.679646	0.064651	0.088545	0.739357	0.291086	0
ENSMODG00000025272	1.388273	2.365656	0	0	0.456579	0
ENSMODG00000025273	0	0	0.020767	0.11587	0.127841	0
ENSMODG00000025274	0	0	0	0	0	0
ENSMODG00000025275	0	0.234457	0	0	0	0
ENSMODG00000025276	0	0.399974	0	0	2.619886	0
ENSMODG00000025278	0	0.165328	0	0	0	0
ENSMODG00000025279	0	0.370168	0	0	0.193057	0.068758
ENSMODG00000025280	10.084205	13.021369	5.259289	78.954014	145.250187	1.550315
ENSMODG00000025281	37.624519	75.835276	15.273559	64.283905	32.932393	13.391436
ENSMODG00000025283	0	0.18256	0	0	0	0.070106
ENSMODG00000025284	7.568913	2.840535	0	8.903388	18.337803	0.091761
ENSMODG00000025285	0	0.207355	0	0	0	0
ENSMODG00000025286	0	0.104859	0	0	0	0
ENSMODG00000025287	0	0	0	0	0	0
ENSMODG00000025288	0	0.086879	0	0	0	0
ENSMODG00000025289	0	0	0	0	0	0
ENSMODG00000025290	0	0	0	0.370951	0	0
ENSMODG00000025291	0	0	0	0	0	0
ENSMODG00000025292	0	0	0	0	0	0.900895
ENSMODG00000025293	1.343505	0.701105	0.892179	2.313828	3.200875	0.616507
ENSMODG00000025294	0.284627	0.316372	0.054939	0.626347	1.359724	0.196148
ENSMODG00000025295	8.430415	80.307937	14.365889	41.391615	54.390031	3.151673
ENSMODG00000025296	0	0	0	0.112705	0	0
ENSMODG00000025297	0.568144	0	0.381174	0	0.351401	0.691085
ENSMODG00000025298	4.757859	11.006732	4.100797	9.518742	3.199657	0.32322
ENSMODG00000025299	0	0.157317	0	0	0	0
ENSMODG00000025301	1.127028	0.746641	0	1.124517	3.524562	0.922426
ENSMODG00000025302	0.960433	2.008729	0.559788	1.624473	1.920133	1.533344
ENSMODG00000025303	0.026494	11.001476	2.162594	11.015535	2.663994	1.216845
ENSMODG00000025304	0.469574	0.356703	0.477586	3.58849	1.258804	0.478515
ENSMODG00000025305	337.876085	184.824641	124.899214	213.675053	206.524737	247.006744
ENSMODG00000025306	0.408628	0.774387	0.126762	13.182645	9.750817	0.321443
ENSMODG00000025307	0	0.32623	0.023305	0.639883	0.600641	0
ENSMODG00000025308	0	0	0	0	0	0
ENSMODG00000025309	4.627931	6.302369	1.557173	2.656688	1.384194	3.081352
ENSMODG00000025310	514.869274	103.724176	369.324592	1879.420157	609.286198	102.723385
ENSMODG00000025311	0	0.129457	0	0.082054	0	0
ENSMODG00000025312	110.273567	72.110741	75.601959	403.273637	141.775919	19.783902
ENSMODG00000025313	0.094678	0.420795	0.328489	3.596604	0.6798	0.512281
ENSMODG00000025314	0.102321	0.118323	0	0	0.125683	0
ENSMODG00000025316	0	0.096898	0	0	0	0
ENSMODG00000025317	1.357154	25.799576	0.025474	13.731963	3.108661	0.049969
ENSMODG00000025318	0	0	0	0	0	0
ENSMODG00000025319	0	0	0	0	0.095649	0
ENSMODG00000025320	0.552194	1.49134	1.00521	3.13468	2.140355	0.820352
ENSMODG00000025321	0	2.048581	0	0	0	0
ENSMODG00000025322	0	0	0	0.120623	0.410206	0
ENSMODG00000025323	0	54.686718	0	0	0	0
ENSMODG00000025324	1.659285	1.330441	0.656275	4.173861	3.314449	0
ENSMODG00000025325	0.037449	17.280267	0.007838	0.257909	0.254535	0
ENSMODG00000025326	0.139037	0	0	0.224977	0.25155	0
ENSMODG00000025327	0	0	0.123342	0.143632	0	0
ENSMODG00000025328	97.989174	0	0	0.284703	0	38.06543
ENSMODG00000025329	0.123558	0	0.058814	0.298104	0	0.343259
ENSMODG00000025330	2.172993	0.817372	1.164135	3.202149	4.585773	0.58077
ENSMODG00000025331	0	0	0	1.429426	0.340748	0
ENSMODG00000025332	0.765362	1.463257	0.372542	3.942931	5.199977	0.592008
ENSMODG00000025333	278.22245	162.212262	197.099744	397.108025	277.95687	75.183006
ENSMODG00000025335	29.759696	5.900231	10.68771	34.916926	111.239879	28.58062
ENSMODG00000025336	31.007389	43.756727	23.254182	116.208181	108.237911	15.860801
ENSMODG00000025337	0.243841	0.125371	0.081281	1.421145	2.461927	0.039211
ENSMODG00000025338	0	0	0	18.476041	16.558583	0
ENSMODG00000025339	0	0	0.176943	0	0	0
ENSMODG00000025340	412.396494	267.573311	229.031433	296.684247	328.246317	310.08354
ENSMODG00000025341	0.170848	0.31885	0.269497	0.988839	0.718561	0.068721
ENSMODG00000025342	0	0	0	0.14732	0	0
ENSMODG00000025343	0	0	0	0	0	0
ENSMODG00000025344	0.835783	0	0.341197	1.302595	0	0.216666
ENSMODG00000025345	0	0	0	0	0	0
ENSMODG00000025346	9.871734	0.223898	0.052461	0.225962	0.029057	1.943729
ENSMODG00000025347	0	9.023447	0.004556	0.025674	0	0.015865
ENSMODG00000025348	2.39516	33.517851	7.133978	16.644978	3.007767	6.86532
ENSMODG00000025349	0	24.616469	0	0.167448	0	0.107466
ENSMODG00000025350	8.46342	14.895248	15.41171	24.015126	20.829853	9.153493
ENSMODG00000025351	12.499972	10.714853	25.384861	0.228386	2.816702	0.452422
ENSMODG00000025352	0	0	0	0	0	0
ENSMODG00000025353	0	33.046594	0	0	0.613975	0
ENSMODG00000025354	0	0.45138	0	0	0	0
ENSMODG00000025355	0	0.186081	0.015774	0.355195	0.300896	0
ENSMODG00000025356	14.456708	1.054474	0.388122	2.088144	2.269869	0
ENSMODG00000025357	3.408478	1.141602	1.67701	5.16705	3.501278	4.121486
ENSMODG00000025358	0.965013	0.391153	0	0.186047	0.212553	0
ENSMODG00000025359	0	0	0	0.35465	0	0
ENSMODG00000025360	0.737403	0	0.225309	0	0	0.277818
ENSMODG00000025361	2.148578	2.158075	1.977519	2.683714	0.773704	0.727456
ENSMODG00000025362	21.056007	15.842857	5.31957	16.071707	15.73535	8.803933
ENSMODG00000025363	0	0.168065	0	0	0	0
ENSMODG00000025364	15.280933	10.31532	5.172164	8.317481	14.613543	7.28517
ENSMODG00000025365	7.729412	4.523816	12.465909	76.096191	363.98832	11.300601
ENSMODG00000025366	0.285168	0.072415	0.197145	1.292846	1.116141	0.115904
ENSMODG00000025367	0	0.140016	0	0	0	0.086071
ENSMODG00000025368	0	0	0	0	0	0
ENSMODG00000025369	0.145476	18.602082	0	0	0	0
ENSMODG00000025370	0	1.283951	0	0	5.589592	0
ENSMODG00000025371	0.382182	1.794114	0	0.151743	0	0.464953
ENSMODG00000025372	0.541543	346.279404	25.046036	83.990058	76.171929	0
ENSMODG00000025373	0	0.042662	0.201833	0.081087	0	0.053832
ENSMODG00000025376	0	0	0	0	0	0
ENSMODG00000025377	0	0	0	0	0	0
ENSMODG00000025378	4.7538	0.590646	0.144769	1.116428	0.864497	0.21758
ENSMODG00000025379	0	0	0	0	0	0
ENSMODG00000025380	0	0.112416	0	0.931543	0.190279	0
ENSMODG00000025381	1.714509	1.003456	0.24579	0.661936	2.870702	0
ENSMODG00000025382	0	325.627773	0.087898	0.491206	0	0
ENSMODG00000025383	0	0.056567	0	0	0	0
ENSMODG00000025384	0	0.065079	0	0	0	0
ENSMODG00000025385	0	0	0	0	0	0
ENSMODG00000025386	1.60778	4.100447	1.398312	2.187617	3.831841	0.874596
ENSMODG00000025387	0	0	0	0	0	0
ENSMODG00000025388	0	0	0	0	0	0
ENSMODG00000025389	0	0	0	0	0	0
ENSMODG00000025390	0	0	0	0	0	0
ENSMODG00000025391	0	0	0	0	0	0
ENSMODG00000025392	0	0	0	0	0	0
ENSMODG00000025393	0	0	0	0	0	0
ENSMODG00000025394	0	0	0	0	0	0
ENSMODG00000025395	3.852711	1.329154	0.378624	11.755492	4.230397	0.282509
ENSMODG00000025396	8.313014	9.36075	1.657364	6.598666	6.111488	7.822276
ENSMODG00000025397	1.627437	2.146422	1.354547	4.796857	4.001775	1.310398
ENSMODG00000025398	0	28.506515	0	0.055686	0	0
ENSMODG00000025399	1.434881	2.146955	2.644727	217.347375	187.608055	0.168384
ENSMODG00000025400	0	1.401822	0	0	0	0
ENSMODG00000025401	0.332501	4.702008	0	4.928273	2.695409	0.267091
ENSMODG00000025402	0	0	0	0.441099	0.946302	0
ENSMODG00000025403	0.017436	0.135655	0.018596	0.167962	0.211944	0
ENSMODG00000025404	4.479698	23.598756	4.96786	27.352152	73.829511	5.369791
ENSMODG00000025405	0	0	0	0	0	0
ENSMODG00000025406	0.074771	0.291813	0	0.455469	0	0
ENSMODG00000025407	12.034968	4.860484	4.601457	33.321894	94.688278	8.296161
ENSMODG00000025408	24.588356	60.669248	5.149194	16.327339	17.760923	14.217652
ENSMODG00000025409	2.234813	4.037196	1.913476	12.380583	22.252141	1.406854
ENSMODG00000025410	70.061423	1.527065	6.801833	5.469646	9.268609	40.308388
ENSMODG00000025411	0.291442	5.717688	0.102059	2.83987	3.03659	0.119106
ENSMODG00000025412	0.251913	0.026833	0.02269	1.163044	0.150201	0
ENSMODG00000025413	39.647228	0	0.060487	0	0	0
ENSMODG00000025415	0.297279	9.810834	0.210994	1.184182	0.685806	1.008465
ENSMODG00000025416	16.417635	35.559614	11.73088	12.092189	20.229067	8.971645
ENSMODG00000025417	0	130.642493	0	0	0	0
ENSMODG00000025418	9.620155	5.40493	0.542144	2.241205	1.398332	4.195323
ENSMODG00000025419	0	0	0.381137	2.175827	2.306016	0
ENSMODG00000025420	0	0	0	0	0	0
ENSMODG00000025421	1.351904	0	0	0	1.697679	0.98826
ENSMODG00000025422	0	0	0	0	0	0
ENSMODG00000025423	0.603403	0.599006	0.018029	0.489882	0.42576	0.070912
ENSMODG00000025424	0.663188	0.366781	0	1.08367	0	1.164094
ENSMODG00000025425	0	0	0	0	0	0
ENSMODG00000025426	6.939856	74.829623	3.421768	25.558951	32.980286	2.285759
ENSMODG00000025427	1.245983	11.362911	0.68147	5.850816	9.710149	0.182438
ENSMODG00000025428	4.468011	3.459751	1.646657	10.746349	7.183162	0.762482
ENSMODG00000025429	2.721318	1.378227	1.048218	4.718395	5.42559	0.695653
ENSMODG00000025430	0	6.756042	0	0	0.171032	0
ENSMODG00000025431	0	2.332624	0.308637	72.468131	4.952554	0
ENSMODG00000025432	0	562.359146	0.167232	0.90074	1.953177	0.568495
ENSMODG00000025433	2.889673	6.858139	2.047944	2.52933	6.447304	0.989877
ENSMODG00000025434	2.425516	1.897524	1.209015	6.871777	7.903959	1.413525
ENSMODG00000025435	0.669156	0.003361	0	0	0.404715	0.69539
ENSMODG00000025436	1.045089	2.151992	1.109319	4.508187	5.051768	3.52605
ENSMODG00000025437	0.002523	4.778582	1e-06	0.008092	0	0
ENSMODG00000025438	0.530385	17.934632	2.624589	3.893117	1.001719	0.829053
ENSMODG00000025439	0	6.712506	0.003157	0	0.017258	0
ENSMODG00000025440	0	34.106872	0.161689	1.294554	0.231477	0
ENSMODG00000025442	0	0	0	0	0	0.675187
ENSMODG00000025443	6.927719	14.884188	8.386421	32.897754	72.449261	1.97061
ENSMODG00000025444	0	0	0	0	0	0
ENSMODG00000025446	1.381454	0.323973	1.073218	15.017061	14.921538	0.043759
ENSMODG00000025447	0	0	0	0	0	0
ENSMODG00000025448	0	0	0	1.518297	0	0
ENSMODG00000025449	0	0	0.037816	0.834686	0.236769	0
ENSMODG00000025450	1.519613	0.242956	28.789016	0	0.22031	5.220972
ENSMODG00000025451	45.622781	0.063805	0.028443	0.039614	0.047429	0.164019
ENSMODG00000025452	0	0	0	0	0	0
ENSMODG00000025453	16.316202	5.407741	24.262336	4.507202	12.79833	5.31528
ENSMODG00000025454	0	0.044436	0	0.358437	0.02969	0.018178
ENSMODG00000025455	0	0	0	0	0	0
ENSMODG00000025456	0	6.042906	0	0	0	0
ENSMODG00000025457	0.606337	0.753239	0.519372	0.831853	1.318993	0.359732
ENSMODG00000025458	0	0.137612	0	0	0	0
ENSMODG00000025459	0	0.108309	0.025506	7.558138	22.116138	0
ENSMODG00000025460	0	0	0	0	0	0
ENSMODG00000025461	0	0	0.095245	0	0	0.647563
ENSMODG00000025462	0	0	0	0	0	0
ENSMODG00000025463	0	0	0	0	0	0
ENSMODG00000025464	0	0	0	0	0	0
ENSMODG00000025465	0	0	0	0	0	0
ENSMODG00000025466	0	0	0	0	0	0
ENSMODG00000025467	0.054122	21.892703	0.223901	0.497105	0.423575	0.081724
ENSMODG00000025468	6.568406	2.968344	0.728976	1.672024	2.752367	0.108638
ENSMODG00000025469	0.915871	0.931618	0.230064	0.101179	0.047302	0.99063
ENSMODG00000025470	0	0	0	0	3.301106	3.843305
ENSMODG00000025471	0	0	0	0	0.339761	0.197728
ENSMODG00000025472	28.122272	95.033026	26.796349	19.302082	58.858458	20.530639
ENSMODG00000025473	3.021686	44.726773	7.652648	5.167985	5.869848	2.560405
ENSMODG00000025474	2.236975	3.84434	0.386979	5.504125	4.039896	0.828394
ENSMODG00000025475	0.800468	1.323565	0.238024	0.627769	1.535764	2.215091
ENSMODG00000025476	0	0	0	0	0.402057	0
ENSMODG00000025477	0.367776	0.214249	0.075327	3.174434	3.689568	0.118007
ENSMODG00000025479	4.384057	0.054987	0.004653	0	0.02687	4.277595
ENSMODG00000025480	0.067423	3.166232	0	0.542864	0.293418	0.120522
ENSMODG00000025481	0	6.390902	0	0	0	0
ENSMODG00000025482	11.344442	5.231461	3.403399	2.129107	1.466013	9.775311
ENSMODG00000025483	0.332615	10.051697	0.224422	3.163805	0.422958	1.091373
ENSMODG00000025484	3.67563	5.703528	2.75908	7.951782	6.049881	1.883895
ENSMODG00000025485	87.338871	19.061481	40.059174	54.607002	38.145107	54.072517
ENSMODG00000025486	0.564702	12.495338	0.651762	0.939066	0.392825	0.189529
ENSMODG00000025487	0	0	0	0	0	0
ENSMODG00000025488	0.250575	100.548312	0.005678	3.13411	0.104794	0
ENSMODG00000025491	0	10.96257	0.008107	0.869627	0	0
ENSMODG00000025492	0.218548	0.052775	0	0	0	0.633389
ENSMODG00000025493	2.64356	9.651516	0.455923	4.550511	2.418481	0.603292
ENSMODG00000025494	5.105224	2.457095	1.045642	1.19582	0.956752	7.1973
ENSMODG00000025495	0	0.068269	0	0	0	12.934135
ENSMODG00000025496	713.263001	188.650443	913.307458	641.863214	624.666592	270.986707
ENSMODG00000025498	3.543156	4.615357	1.355982	18.66114	25.405528	1.31094
ENSMODG00000025499	10.186372	0.090926	0.125186	1.775147	0.70552	3.98151
ENSMODG00000025500	0	854.769062	0.287465	101.416277	66.309484	0
ENSMODG00000025501	0	16.159684	0	0	0	0
ENSMODG00000025503	0	0.156834	0	0	0	0
ENSMODG00000025504	0	0.19271	0	0	0	0
ENSMODG00000025505	0	0	0	0	0	0
ENSMODG00000025506	0	0	0	0	0	0
ENSMODG00000025507	0	0	0	0	0	0
ENSMODG00000025508	0	0	0	0	0	0
ENSMODG00000025509	0	0	0.028158	0	0	0
ENSMODG00000025510	0	0.625021	0.116662	2.255299	3.076334	0
ENSMODG00000025511	13.741855	336.778006	9.515359	10.90226	15.902487	6.259742
ENSMODG00000025512	5.554427	48.422659	3.304456	17.667421	9.979664	4.0569
ENSMODG00000025514	69.442657	22.425856	31.946541	48.294913	23.640323	9.66419
ENSMODG00000025515	4.366395	0	0	0	0	0.328769
ENSMODG00000025516	1.907081	7.648148	1.358828	5.752666	18.61412	0
ENSMODG00000025517	1.66638	2.533473	0.959244	1.658418	3.380233	1.194054
ENSMODG00000025518	0	0.13683	0.044567	0.257501	0	0.07422
ENSMODG00000025519	3.110666	0.15846	0	0	0	0.341587
ENSMODG00000025520	0	0.163112	0	0	0	0.024718
ENSMODG00000025521	0.278995	0.274572	0	0.315874	0.47548	0.034249
ENSMODG00000025522	0.054586	7.396036	0.178996	0.191114	0.208739	0.196998
ENSMODG00000025523	7.553296	0.070195	0	0	0	0
ENSMODG00000025524	0	6.225008	0	0.18872	0.041563	0
ENSMODG00000025525	0.235656	0.083296	0.009605	0	0.05887	15.478831
ENSMODG00000025527	0.039782	4.133147	0	0	0	0
ENSMODG00000025528	8.319037	18.323573	18.497316	60.195007	50.713262	4.882383
ENSMODG00000025529	0	0.058185	0	0.34533	0.37779	0
ENSMODG00000025530	9.535103	0.046737	0.015642	4.751247	0	0
ENSMODG00000025531	23.028416	0.355317	47.508124	32.887507	5.753772	5.982261
ENSMODG00000025532	0	42.234471	0	0	0	0.996373
ENSMODG00000025533	0.390188	0.353993	0	0.098479	0.035663	0.039837
ENSMODG00000025535	0	0.146667	0	0	0	0
ENSMODG00000025536	0	0	0	0	0	0
ENSMODG00000025537	0	0	0	0	0	0
ENSMODG00000025538	0	0	0	0	0	0.178104
ENSMODG00000025539	0	0	0	0	0	0
ENSMODG00000025540	0	0	0	0	0	0
ENSMODG00000025541	0	0	0	0	0	0
ENSMODG00000025542	0	0	0	0	0	0
ENSMODG00000025543	0	0.330727	0	0	0.352724	0
ENSMODG00000025545	0.14886	0	0	0	0	0
ENSMODG00000025546	0	0	0	0	0	0
ENSMODG00000025547	5.755314	1.412847	1.056718	1.010354	0.929158	4.070806
ENSMODG00000025548	0.405614	0.653224	0	0.703729	0.803504	0
ENSMODG00000025549	0	10.918565	0	0	0	0
ENSMODG00000025550	0.046035	0.055302	0.009437	0.053093	0.234033	0
ENSMODG00000025551	1.540762	17.410107	0.284133	0.890603	1.977978	0.696699
ENSMODG00000025552	5.430343	3.802441	0.958575	10.304198	11.862824	0.325016
ENSMODG00000025553	0.303297	33.622322	0.040708	0.810575	0.364996	0.070305
ENSMODG00000025554	7.270649	3.249578	9.776057	9.631806	5.563621	1.667743
ENSMODG00000025555	0.579007	1.869308	0.155208	0.479081	0.291693	0.083057
ENSMODG00000025556	0	0.062009	0.043016	0	0	0
ENSMODG00000025557	0	0.039394	0	0	0	0
ENSMODG00000025559	0	0.788305	0.009434	0	0	0
ENSMODG00000025562	0.027932	0.098955	0.010326	0.081476	0	0
ENSMODG00000025563	16203.907973	13.220786	5.936974	0	3.151853	7.339075
ENSMODG00000025564	4.111519	0.120903	0.010616	0	0	0
ENSMODG00000025565	0	0.175716	0	0	0	0
ENSMODG00000025566	0	8.854663	0.007136	0.201193	0.387947	0
ENSMODG00000025567	0.413562	31.500888	0	1.6393	0.10628	0
ENSMODG00000025569	0	0	0	0	0	0
ENSMODG00000025570	5.733351	10.034105	1.834981	10.31185	6.907002	1.601178
ENSMODG00000025571	0	0	0	0	0	0
ENSMODG00000025573	0.088602	109.619651	0.190298	3.20931	0.934089	0.069938
ENSMODG00000025574	37.865881	220.624546	25.949015	123.564025	134.117935	13.090664
ENSMODG00000025575	0	0	0.893011	274.165758	688.374029	1.517875
ENSMODG00000025576	0	5.85616	1.506151	6.953496	42.72116	1383.886915
ENSMODG00000025577	1.712106	1174.402142	0	0	0	0
ENSMODG00000025578	99.433256	46.81099	49.981379	329.111801	451.558012	52.723177
ENSMODG00000025579	0	0.134913	0.036147	1.751271	0.58804	0
ENSMODG00000025580	0.283459	0.244081	0	0.340985	0.12697	0.275799
ENSMODG00000025581	0	0.449812	0.091427	0	0	0.56459
ENSMODG00000025582	0	0.375131	0.013841	0.07793	0	0
ENSMODG00000025583	0	0	0	0	0	0
ENSMODG00000025584	0.033127	0.019724	0.067641	0.964402	2.582908	0.024434
ENSMODG00000025585	1.421771	0.070731	0.13641	0.047175	0.319934	0.217268
ENSMODG00000025586	0.71651	6.016573	0.178595	2.394158	2.200186	0.383195
ENSMODG00000025588	1.290286	19.26912	0.183452	0.265361	0.160914	1.132027
ENSMODG00000025590	0	0	0	0	0	0
ENSMODG00000025591	0	22.517032	0.008933	0.15028	0.223437	0.097716
ENSMODG00000025593	5.063912	2.430702	3.669093	20.91582	34.306733	1.223248
ENSMODG00000025594	0	0.063052	0.020708	0	1.240062	0.16189
ENSMODG00000025595	0	1.002507	0.024772	0.219455	0.306435	0.057871
ENSMODG00000025596	0	0	0	0.971377	1.579761	0
